symptoms,disease
"Shifting teeth due to gaps, Absent molars, Uneven smile due to missing teeth, Teeth aren't developing normally",Hypodontia
"Unusual spacing between teeth, Misaligned bite due to missing teeth, Not enough teeth for chewing properly, Gaps between teeth due to missing teeth, Teeth don't develop properly, Congenitally missing teeth",Hypodontia
Teeth aren't developing normally,Hypodontia
"Teeth don't develop properly, Misaligned bite due to missing teeth, Not enough teeth for chewing properly, Gaps between teeth due to missing teeth, Congenitally missing teeth",Hypodontia
"Congenitally missing teeth, Teeth don't develop properly, Not enough teeth for chewing properly, Misaligned bite due to missing teeth, Gaps between teeth due to missing teeth",Hypodontia
"Shifting teeth due to gaps, Difficulty chewing tough foods, Small mouth due to missing teeth, Teeth aren't developing normally, Uneven smile due to missing teeth, Absent molars",Hypodontia
"Difficulty chewing tough foods, Uneven smile due to missing teeth, Shifting teeth due to gaps, Small mouth due to missing teeth, Teeth aren't developing normally",Hypodontia
"Gaps in teeth, Difficulty pronouncing words due to missing teeth, Not all adult teeth have developed, Missing several teeth, Teeth shifting due to missing teeth",Hypodontia
"Misaligned bite due to missing teeth, Teeth don't develop properly, Unusual spacing between teeth, Not enough teeth for chewing properly, Gaps between teeth due to missing teeth",Hypodontia
"Small mouth due to missing teeth, Difficulty chewing tough foods, Teeth aren't developing normally, Uneven smile due to missing teeth, Absent molars",Hypodontia
"Gaps in teeth, Not all adult teeth have developed, Difficulty pronouncing words due to missing teeth, Missing several teeth",Hypodontia
"Teeth don't develop properly, Gaps between teeth due to missing teeth",Hypodontia
Absent molars,Hypodontia
"White, painful spot inside mouth, Round ulcer inside cheek, Burning sensation in mouth, Sore on inner lips",Mouth Ulcer
"Pain from spicy foods, Ulcer under tongue, White patch with red border on gum, Small round ulcer on tongue",Mouth Ulcer
"Difficulty speaking due to ulcer, Persistent pain in mouth, Sore inside lips, Pain when eating hot or spicy food, Ulcer near tongue with sharp pain, White ulcer near gums",Mouth Ulcer
Round ulcer inside cheek,Mouth Ulcer
"Round ulcer inside cheek, Painful ulcer on the roof of mouth",Mouth Ulcer
"Painful sore inside cheek, White patch with red border on gum, Pain from spicy foods",Mouth Ulcer
"White, painful spot inside mouth",Mouth Ulcer
"Difficulty speaking due to ulcer, Ulcer near tongue with sharp pain, Persistent pain in mouth",Mouth Ulcer
"Painful ulcer on the roof of mouth, Burning sensation in mouth, Round ulcer inside cheek, Sore under tongue",Mouth Ulcer
"Painful ulcer on the roof of mouth, Round ulcer inside cheek, Burning sensation in mouth",Mouth Ulcer
"Pain when eating hot or spicy food, Persistent pain in mouth, White ulcer near gums, Difficulty speaking due to ulcer",Mouth Ulcer
"Pain from spicy foods, Small round ulcer on tongue, Painful sore inside cheek",Mouth Ulcer
"Small round ulcer on tongue, Pain from spicy foods",Mouth Ulcer
"Pain from spicy foods, White patch with red border on gum",Mouth Ulcer
"White patch with red border on gum, Ulcer under tongue, Small round ulcer on tongue, Painful sore inside cheek, Pain from spicy foods",Mouth Ulcer
"Sore under tongue, Sore on inner lips, White, painful spot inside mouth",Mouth Ulcer
"Pain when eating hot or spicy food, Sore inside lips",Mouth Ulcer
"White, painful spot inside mouth, Painful ulcer on the roof of mouth, Burning sensation in mouth, Sore on inner lips, Round ulcer inside cheek",Mouth Ulcer
"Sore on inner lips, Sore under tongue, Painful ulcer on the roof of mouth, White, painful spot inside mouth",Mouth Ulcer
"Sore inside lips, Difficulty speaking due to ulcer, White ulcer near gums, Pain when eating hot or spicy food, Ulcer near tongue with sharp pain",Mouth Ulcer
"Ulcer under tongue, White patch with red border on gum, Pain from spicy foods, Small round ulcer on tongue, Painful sore inside cheek",Mouth Ulcer
"Persistent pain in mouth, White ulcer near gums, Ulcer near tongue with sharp pain, Sore inside lips",Mouth Ulcer
"Small round ulcer on tongue, Ulcer under tongue, Pain from spicy foods",Mouth Ulcer
"White ulcer near gums, Pain when eating hot or spicy food, Sore inside lips, Ulcer near tongue with sharp pain",Mouth Ulcer
"Sore inside lips, Ulcer near tongue with sharp pain",Mouth Ulcer
"Sore inside lips, White ulcer near gums, Difficulty speaking due to ulcer, Persistent pain in mouth",Mouth Ulcer
"Ulcer near tongue with sharp pain, Difficulty speaking due to ulcer, Pain when eating hot or spicy food, Persistent pain in mouth, White ulcer near gums, Sore inside lips",Mouth Ulcer
"Pain when eating hot or spicy food, Persistent pain in mouth, Ulcer near tongue with sharp pain, White ulcer near gums",Mouth Ulcer
"Pain from spicy foods, Small round ulcer on tongue, Painful sore inside cheek, Ulcer under tongue",Mouth Ulcer
Pain from spicy foods,Mouth Ulcer
Small round ulcer on tongue,Mouth Ulcer
"Small round ulcer on tongue, Pain from spicy foods, Painful sore inside cheek, White patch with red border on gum, Ulcer under tongue",Mouth Ulcer
"White, painful spot inside mouth, Sore on inner lips",Mouth Ulcer
"Ulcer under tongue, Pain from spicy foods, White patch with red border on gum, Small round ulcer on tongue",Mouth Ulcer
"Painful sore inside cheek, White patch with red border on gum, Ulcer under tongue",Mouth Ulcer
"Difficulty speaking due to ulcer, Persistent pain in mouth, Ulcer near tongue with sharp pain, Pain when eating hot or spicy food, Sore inside lips",Mouth Ulcer
"Sore on inner lips, Sore under tongue, White, painful spot inside mouth, Painful ulcer on the roof of mouth",Mouth Ulcer
"White patch with red border on gum, Pain from spicy foods, Small round ulcer on tongue, Ulcer under tongue, Painful sore inside cheek",Mouth Ulcer
"Ulcer under tongue, Painful sore inside cheek",Mouth Ulcer
"White patch with red border on gum, Pain from spicy foods, Ulcer under tongue, Small round ulcer on tongue",Mouth Ulcer
"Sore inside lips, Ulcer near tongue with sharp pain, Difficulty speaking due to ulcer",Mouth Ulcer
"Sore under tongue, Sore on inner lips",Mouth Ulcer
"Round ulcer inside cheek, White, painful spot inside mouth, Burning sensation in mouth",Mouth Ulcer
"Small round ulcer on tongue, Pain from spicy foods",Mouth Ulcer
"Ulcer under tongue, Painful sore inside cheek, Pain from spicy foods, Small round ulcer on tongue",Mouth Ulcer
Sore on inner lips,Mouth Ulcer
"Ulcer near tongue with sharp pain, Sore inside lips, Pain when eating hot or spicy food, Difficulty speaking due to ulcer, White ulcer near gums",Mouth Ulcer
"Ulcer near tongue with sharp pain, White ulcer near gums, Difficulty speaking due to ulcer",Mouth Ulcer
Sore under tongue,Mouth Ulcer
"Persistent pain in mouth, Pain when eating hot or spicy food, Ulcer near tongue with sharp pain, Sore inside lips, Difficulty speaking due to ulcer, White ulcer near gums",Mouth Ulcer
"Burning sensation in mouth, White, painful spot inside mouth, Sore on inner lips, Painful ulcer on the roof of mouth",Mouth Ulcer
Difficulty speaking due to ulcer,Mouth Ulcer
"Round ulcer inside cheek, Burning sensation in mouth, Sore under tongue, Sore on inner lips, Painful ulcer on the roof of mouth",Mouth Ulcer
"Ulcer under tongue, Painful sore inside cheek",Mouth Ulcer
"Persistent pain in mouth, Ulcer near tongue with sharp pain",Mouth Ulcer
"Burning sensation in mouth, Painful ulcer on the roof of mouth, Sore on inner lips, Round ulcer inside cheek, Sore under tongue",Mouth Ulcer
"Pain from spicy foods, White patch with red border on gum, Small round ulcer on tongue, Painful sore inside cheek",Mouth Ulcer
"White patch with red border on gum, Ulcer under tongue",Mouth Ulcer
"Pain from spicy foods, Small round ulcer on tongue",Mouth Ulcer
"Sore on inner lips, Sore under tongue, Round ulcer inside cheek, Painful ulcer on the roof of mouth, Burning sensation in mouth",Mouth Ulcer
"Difficulty speaking due to ulcer, Sore inside lips, Pain when eating hot or spicy food, White ulcer near gums, Ulcer near tongue with sharp pain, Persistent pain in mouth",Mouth Ulcer
"Ulcer under tongue, Painful sore inside cheek, White patch with red border on gum, Small round ulcer on tongue",Mouth Ulcer
"Painful sore inside cheek, Pain from spicy foods, White patch with red border on gum",Mouth Ulcer
Pain from spicy foods,Mouth Ulcer
"White, painful spot inside mouth, Sore under tongue, Sore on inner lips",Mouth Ulcer
"White patch with red border on gum, Painful sore inside cheek, Small round ulcer on tongue, Pain from spicy foods, Ulcer under tongue",Mouth Ulcer
"Painful ulcer on the roof of mouth, Round ulcer inside cheek",Mouth Ulcer
"White ulcer near gums, Ulcer near tongue with sharp pain, Difficulty speaking due to ulcer, Sore inside lips",Mouth Ulcer
"Painful sore inside cheek, Pain from spicy foods, White patch with red border on gum, Ulcer under tongue, Small round ulcer on tongue",Mouth Ulcer
"Painful ulcer on the roof of mouth, White, painful spot inside mouth, Sore under tongue, Sore on inner lips, Round ulcer inside cheek, Burning sensation in mouth",Mouth Ulcer
"Pain when eating hot or spicy food, White ulcer near gums, Difficulty speaking due to ulcer",Mouth Ulcer
"Small round ulcer on tongue, Painful sore inside cheek, Pain from spicy foods, White patch with red border on gum",Mouth Ulcer
"White ulcer near gums, Pain when eating hot or spicy food, Ulcer near tongue with sharp pain, Sore inside lips, Persistent pain in mouth",Mouth Ulcer
"Pain when eating hot or spicy food, White ulcer near gums, Sore inside lips, Difficulty speaking due to ulcer, Ulcer near tongue with sharp pain",Mouth Ulcer
"Painful ulcer on the roof of mouth, Sore on inner lips, White, painful spot inside mouth, Round ulcer inside cheek, Sore under tongue, Burning sensation in mouth",Mouth Ulcer
"Sore on inner lips, Burning sensation in mouth, Painful ulcer on the roof of mouth, Round ulcer inside cheek, White, painful spot inside mouth",Mouth Ulcer
"Sore inside lips, Persistent pain in mouth, Ulcer near tongue with sharp pain, Pain when eating hot or spicy food, Difficulty speaking due to ulcer",Mouth Ulcer
"Sore under tongue, Round ulcer inside cheek",Mouth Ulcer
"White patch with red border on gum, Small round ulcer on tongue, Pain from spicy foods, Ulcer under tongue, Painful sore inside cheek",Mouth Ulcer
"Painful ulcer on the roof of mouth, Sore under tongue, Sore on inner lips",Mouth Ulcer
"Pain when eating hot or spicy food, White ulcer near gums, Ulcer near tongue with sharp pain, Sore inside lips",Mouth Ulcer
Painful sore inside cheek,Mouth Ulcer
"Ulcer under tongue, White patch with red border on gum",Mouth Ulcer
"White, painful spot inside mouth",Mouth Ulcer
"Burning sensation in mouth, Sore under tongue",Mouth Ulcer
"Small round ulcer on tongue, Pain from spicy foods, Painful sore inside cheek",Mouth Ulcer
"White ulcer near gums, Sore inside lips, Difficulty speaking due to ulcer, Ulcer near tongue with sharp pain, Persistent pain in mouth, Pain when eating hot or spicy food",Mouth Ulcer
"Painful sore inside cheek, Pain from spicy foods, Ulcer under tongue",Mouth Ulcer
"Small round ulcer on tongue, Pain from spicy foods",Mouth Ulcer
"White, painful spot inside mouth",Mouth Ulcer
"White, painful spot inside mouth, Burning sensation in mouth, Round ulcer inside cheek, Painful ulcer on the roof of mouth, Sore on inner lips",Mouth Ulcer
"Pain when eating hot or spicy food, Sore inside lips, Difficulty speaking due to ulcer",Mouth Ulcer
"White, painful spot inside mouth, Painful ulcer on the roof of mouth, Sore on inner lips",Mouth Ulcer
"Persistent pain in mouth, Pain when eating hot or spicy food, Sore inside lips",Mouth Ulcer
"White ulcer near gums, Difficulty speaking due to ulcer, Pain when eating hot or spicy food, Sore inside lips, Ulcer near tongue with sharp pain",Mouth Ulcer
"Painful ulcer on the roof of mouth, Sore on inner lips, Burning sensation in mouth",Mouth Ulcer
Pain from spicy foods,Mouth Ulcer
"Painful sore inside cheek, Pain from spicy foods",Mouth Ulcer
"White ulcer near gums, Pain when eating hot or spicy food",Mouth Ulcer
Difficulty speaking due to ulcer,Mouth Ulcer
"Small round ulcer on tongue, Painful sore inside cheek",Mouth Ulcer
"Painful sore inside cheek, Small round ulcer on tongue, Pain from spicy foods",Mouth Ulcer
"White patch with red border on gum, Ulcer under tongue",Mouth Ulcer
Sore on inner lips,Mouth Ulcer
"Difficulty speaking due to ulcer, Pain when eating hot or spicy food, Ulcer near tongue with sharp pain, Sore inside lips, White ulcer near gums, Persistent pain in mouth",Mouth Ulcer
"Small round ulcer on tongue, White patch with red border on gum, Painful sore inside cheek, Ulcer under tongue, Pain from spicy foods",Mouth Ulcer
"Sore inside lips, Pain when eating hot or spicy food",Mouth Ulcer
"Pain when eating hot or spicy food, Difficulty speaking due to ulcer, Ulcer near tongue with sharp pain, Sore inside lips",Mouth Ulcer
"Ulcer under tongue, Small round ulcer on tongue, White patch with red border on gum",Mouth Ulcer
"Sore on inner lips, Sore under tongue, Burning sensation in mouth, Round ulcer inside cheek, Painful ulcer on the roof of mouth, White, painful spot inside mouth",Mouth Ulcer
"Sore on inner lips, Painful ulcer on the roof of mouth, Round ulcer inside cheek, White, painful spot inside mouth, Sore under tongue, Burning sensation in mouth",Mouth Ulcer
"Persistent pain in mouth, Sore inside lips, Difficulty speaking due to ulcer, White ulcer near gums",Mouth Ulcer
"White, painful spot inside mouth, Sore on inner lips, Round ulcer inside cheek, Sore under tongue, Painful ulcer on the roof of mouth, Burning sensation in mouth",Mouth Ulcer
Persistent pain in mouth,Mouth Ulcer
Small round ulcer on tongue,Mouth Ulcer
"Persistent pain in mouth, Pain when eating hot or spicy food",Mouth Ulcer
"Sore on inner lips, Burning sensation in mouth, Sore under tongue, Round ulcer inside cheek, Painful ulcer on the roof of mouth, White, painful spot inside mouth",Mouth Ulcer
"Pain when eating hot or spicy food, Persistent pain in mouth, Ulcer near tongue with sharp pain, Sore inside lips, Difficulty speaking due to ulcer",Mouth Ulcer
"Sore under tongue, Painful ulcer on the roof of mouth, Sore on inner lips, White, painful spot inside mouth",Mouth Ulcer
"Sore under tongue, Painful ulcer on the roof of mouth, White, painful spot inside mouth, Burning sensation in mouth, Round ulcer inside cheek",Mouth Ulcer
Sore on inner lips,Mouth Ulcer
"White patch with red border on gum, Painful sore inside cheek, Pain from spicy foods, Small round ulcer on tongue, Ulcer under tongue",Mouth Ulcer
"Burning sensation in mouth, Sore on inner lips",Mouth Ulcer
"Sore under tongue, White, painful spot inside mouth, Painful ulcer on the roof of mouth, Round ulcer inside cheek, Burning sensation in mouth, Sore on inner lips",Mouth Ulcer
"Painful sore inside cheek, Ulcer under tongue",Mouth Ulcer
"Sore under tongue, Painful ulcer on the roof of mouth, Burning sensation in mouth, Round ulcer inside cheek, Sore on inner lips",Mouth Ulcer
White ulcer near gums,Mouth Ulcer
"Difficulty speaking due to ulcer, White ulcer near gums",Mouth Ulcer
"White patch with red border on gum, Small round ulcer on tongue",Mouth Ulcer
"Sore on inner lips, Burning sensation in mouth, Painful ulcer on the roof of mouth, White, painful spot inside mouth, Sore under tongue, Round ulcer inside cheek",Mouth Ulcer
"Difficulty speaking due to ulcer, Pain when eating hot or spicy food",Mouth Ulcer
White ulcer near gums,Mouth Ulcer
"Small round ulcer on tongue, Ulcer under tongue",Mouth Ulcer
"Difficulty speaking due to ulcer, Sore inside lips, White ulcer near gums, Ulcer near tongue with sharp pain, Pain when eating hot or spicy food",Mouth Ulcer
"Small round ulcer on tongue, Ulcer under tongue",Mouth Ulcer
"Sore on inner lips, Round ulcer inside cheek, White, painful spot inside mouth",Mouth Ulcer
"Difficulty speaking due to ulcer, White ulcer near gums, Pain when eating hot or spicy food, Persistent pain in mouth, Sore inside lips, Ulcer near tongue with sharp pain",Mouth Ulcer
"Ulcer near tongue with sharp pain, Difficulty speaking due to ulcer, Pain when eating hot or spicy food, Persistent pain in mouth, White ulcer near gums, Sore inside lips",Mouth Ulcer
"Burning sensation in mouth, Sore under tongue, Painful ulcer on the roof of mouth, Round ulcer inside cheek",Mouth Ulcer
"Persistent pain in mouth, Difficulty speaking due to ulcer",Mouth Ulcer
"Burning sensation in mouth, Painful ulcer on the roof of mouth",Mouth Ulcer
"Round ulcer inside cheek, Burning sensation in mouth, Sore on inner lips, Sore under tongue, Painful ulcer on the roof of mouth",Mouth Ulcer
"Difficulty speaking due to ulcer, Sore inside lips",Mouth Ulcer
"Persistent pain in mouth, Sore inside lips, Pain when eating hot or spicy food, Ulcer near tongue with sharp pain",Mouth Ulcer
"Pain from spicy foods, White patch with red border on gum, Ulcer under tongue, Painful sore inside cheek, Small round ulcer on tongue",Mouth Ulcer
"Painful ulcer on the roof of mouth, Round ulcer inside cheek",Mouth Ulcer
"Persistent pain in mouth, Difficulty speaking due to ulcer, Ulcer near tongue with sharp pain, White ulcer near gums",Mouth Ulcer
"Painful sore inside cheek, Pain from spicy foods, White patch with red border on gum, Ulcer under tongue",Mouth Ulcer
"White, painful spot inside mouth, Painful ulcer on the roof of mouth, Burning sensation in mouth, Round ulcer inside cheek, Sore on inner lips, Sore under tongue",Mouth Ulcer
"Ulcer near tongue with sharp pain, Difficulty speaking due to ulcer",Mouth Ulcer
"Lump under the tongue, Mouth ulcer that won't heal, Persistent mouth pain, Numb feeling in mouth or tongue, Sore on lips or gums that doesn't heal",Oral Cancer
"Lump in mouth or cheek, Sore in mouth that doesn't heal, Hoarse voice, Persistent throat pain",Oral Cancer
"Lump inside cheek, Mouth ulcer with persistent pain, Patches inside mouth",Oral Cancer
"Sore throat with no relief, Lump under the tongue, Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue, Mouth ulcer that won't heal, Persistent mouth pain, Hoarseness in voice",Oral Cancer
"Mouth ulcer that won't heal, Persistent mouth pain, Hoarseness in voice, Sore on lips or gums that doesn't heal",Oral Cancer
"Unexplained numbness in tongue, Hoarse voice, White or red patch in mouth",Oral Cancer
"Sore on lips or gums that doesn't heal, Persistent mouth pain, Numb feeling in mouth or tongue, Sore throat with no relief, Mouth ulcer that won't heal",Oral Cancer
"Pain swallowing food, Pain in jaw",Oral Cancer
"Mouth ulcer that won't heal, Sore throat with no relief, Sore on lips or gums that doesn't heal",Oral Cancer
"Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue, Hoarseness in voice, Mouth ulcer that won't heal, Sore throat with no relief, Persistent mouth pain",Oral Cancer
"Patches inside mouth, Unusual swelling in mouth, Pain swallowing food, Mouth ulcer with persistent pain, Lump inside cheek, Pain in jaw",Oral Cancer
"Persistent throat pain, Lump in mouth or cheek",Oral Cancer
"Hoarse voice, Sore in mouth that doesn't heal, Lump in mouth or cheek",Oral Cancer
"Numbness in lower lip, Persistent throat pain, Hoarse voice, Sore in mouth that doesn't heal",Oral Cancer
Hoarse voice,Oral Cancer
"Numb feeling in mouth or tongue, Lump under the tongue, Hoarseness in voice, Mouth ulcer that won't heal, Persistent mouth pain, Sore throat with no relief",Oral Cancer
"Patches inside mouth, Pain in jaw, Mouth ulcer with persistent pain, Unusual swelling in mouth, Unexplained bleeding from mouth",Oral Cancer
"Hoarseness in voice, Mouth ulcer that won't heal, Sore throat with no relief",Oral Cancer
"Mouth ulcer that won't heal, Sore on lips or gums that doesn't heal, Hoarseness in voice",Oral Cancer
Patches inside mouth,Oral Cancer
"Unexplained numbness in tongue, Persistent throat pain, Sore in mouth that doesn't heal, Lump in mouth or cheek, Hoarse voice, Numbness in lower lip, White or red patch in mouth",Oral Cancer
"Pain in jaw, Mouth ulcer with persistent pain",Oral Cancer
Persistent throat pain,Oral Cancer
"Pain swallowing food, Mouth ulcer with persistent pain, Lump inside cheek",Oral Cancer
"Lump inside cheek, Patches inside mouth, Pain swallowing food",Oral Cancer
"Lump inside cheek, Pain in jaw, Unexplained bleeding from mouth, Unusual swelling in mouth, Mouth ulcer with persistent pain",Oral Cancer
Lump inside cheek,Oral Cancer
"Mouth ulcer with persistent pain, Unusual swelling in mouth, Patches inside mouth, Unexplained bleeding from mouth",Oral Cancer
"Persistent throat pain, Hoarse voice, Lump in mouth or cheek, Numbness in lower lip, Unexplained numbness in tongue, Sore in mouth that doesn't heal, White or red patch in mouth",Oral Cancer
Numbness in lower lip,Oral Cancer
"Sore in mouth that doesn't heal, Unexplained numbness in tongue, Persistent throat pain, Numbness in lower lip, Lump in mouth or cheek, Hoarse voice, White or red patch in mouth",Oral Cancer
"White or red patch in mouth, Numbness in lower lip, Unexplained numbness in tongue",Oral Cancer
"Hoarseness in voice, Numb feeling in mouth or tongue, Sore on lips or gums that doesn't heal, Persistent mouth pain, Mouth ulcer that won't heal, Lump under the tongue",Oral Cancer
"Persistent throat pain, Lump in mouth or cheek",Oral Cancer
"Unexplained numbness in tongue, White or red patch in mouth, Hoarse voice, Sore in mouth that doesn't heal, Persistent throat pain, Numbness in lower lip",Oral Cancer
"Mouth ulcer with persistent pain, Patches inside mouth, Lump inside cheek, Pain in jaw, Unexplained bleeding from mouth, Pain swallowing food",Oral Cancer
Lump under the tongue,Oral Cancer
"Sore in mouth that doesn't heal, Numbness in lower lip, Hoarse voice, Persistent throat pain, White or red patch in mouth",Oral Cancer
"Sore in mouth that doesn't heal, Unexplained numbness in tongue, Hoarse voice, White or red patch in mouth, Numbness in lower lip, Lump in mouth or cheek",Oral Cancer
"Numbness in lower lip, White or red patch in mouth, Persistent throat pain, Lump in mouth or cheek, Sore in mouth that doesn't heal, Unexplained numbness in tongue",Oral Cancer
"Unexplained bleeding from mouth, Pain swallowing food, Pain in jaw, Lump inside cheek, Unusual swelling in mouth",Oral Cancer
"Hoarseness in voice, Lump under the tongue, Persistent mouth pain, Mouth ulcer that won't heal, Sore throat with no relief, Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue",Oral Cancer
"Hoarseness in voice, Lump under the tongue, Sore on lips or gums that doesn't heal, Persistent mouth pain, Mouth ulcer that won't heal, Numb feeling in mouth or tongue",Oral Cancer
"Lump in mouth or cheek, Persistent throat pain",Oral Cancer
"Lump in mouth or cheek, Sore in mouth that doesn't heal, Numbness in lower lip, Persistent throat pain",Oral Cancer
"Sore throat with no relief, Mouth ulcer that won't heal, Sore on lips or gums that doesn't heal, Hoarseness in voice, Persistent mouth pain",Oral Cancer
"Unusual swelling in mouth, Pain swallowing food, Pain in jaw",Oral Cancer
"Unusual swelling in mouth, Patches inside mouth, Lump inside cheek, Mouth ulcer with persistent pain, Unexplained bleeding from mouth, Pain swallowing food, Pain in jaw",Oral Cancer
"Sore throat with no relief, Lump under the tongue",Oral Cancer
"Mouth ulcer with persistent pain, Patches inside mouth, Pain in jaw, Pain swallowing food",Oral Cancer
"Mouth ulcer that won't heal, Hoarseness in voice, Persistent mouth pain",Oral Cancer
"Patches inside mouth, Mouth ulcer with persistent pain, Unusual swelling in mouth, Unexplained bleeding from mouth, Pain in jaw",Oral Cancer
Lump under the tongue,Oral Cancer
"Persistent throat pain, Lump in mouth or cheek, Hoarse voice",Oral Cancer
"Unusual swelling in mouth, Lump inside cheek, Patches inside mouth, Pain swallowing food, Pain in jaw",Oral Cancer
"Sore on lips or gums that doesn't heal, Sore throat with no relief, Numb feeling in mouth or tongue, Persistent mouth pain, Hoarseness in voice, Mouth ulcer that won't heal",Oral Cancer
"White or red patch in mouth, Lump in mouth or cheek, Unexplained numbness in tongue, Numbness in lower lip, Sore in mouth that doesn't heal",Oral Cancer
"Persistent throat pain, Sore in mouth that doesn't heal",Oral Cancer
"Unexplained numbness in tongue, Lump in mouth or cheek, Sore in mouth that doesn't heal, Hoarse voice, White or red patch in mouth, Persistent throat pain",Oral Cancer
"Sore on lips or gums that doesn't heal, Lump under the tongue, Hoarseness in voice, Sore throat with no relief",Oral Cancer
"Pain swallowing food, Patches inside mouth, Pain in jaw, Unusual swelling in mouth, Lump inside cheek, Unexplained bleeding from mouth, Mouth ulcer with persistent pain",Oral Cancer
Lump in mouth or cheek,Oral Cancer
"Lump in mouth or cheek, Persistent throat pain, Sore in mouth that doesn't heal, Hoarse voice, White or red patch in mouth, Unexplained numbness in tongue, Numbness in lower lip",Oral Cancer
"Persistent throat pain, Unexplained numbness in tongue, Sore in mouth that doesn't heal, Lump in mouth or cheek, White or red patch in mouth",Oral Cancer
"Sore on lips or gums that doesn't heal, Persistent mouth pain, Numb feeling in mouth or tongue",Oral Cancer
"Hoarse voice, Numbness in lower lip, Sore in mouth that doesn't heal, Unexplained numbness in tongue, White or red patch in mouth, Persistent throat pain",Oral Cancer
"Hoarseness in voice, Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue, Sore throat with no relief, Lump under the tongue",Oral Cancer
Patches inside mouth,Oral Cancer
"Lump in mouth or cheek, Persistent throat pain, Sore in mouth that doesn't heal, Numbness in lower lip, Hoarse voice, White or red patch in mouth, Unexplained numbness in tongue",Oral Cancer
"Sore throat with no relief, Persistent mouth pain, Mouth ulcer that won't heal, Sore on lips or gums that doesn't heal, Hoarseness in voice, Lump under the tongue, Numb feeling in mouth or tongue",Oral Cancer
"Patches inside mouth, Pain in jaw",Oral Cancer
"Hoarse voice, Persistent throat pain, Lump in mouth or cheek, Numbness in lower lip",Oral Cancer
"Unexplained bleeding from mouth, Unusual swelling in mouth, Mouth ulcer with persistent pain, Patches inside mouth, Lump inside cheek, Pain swallowing food",Oral Cancer
"Unexplained bleeding from mouth, Unusual swelling in mouth, Pain in jaw, Mouth ulcer with persistent pain, Pain swallowing food, Lump inside cheek",Oral Cancer
Sore on lips or gums that doesn't heal,Oral Cancer
"Persistent mouth pain, Hoarseness in voice, Sore throat with no relief",Oral Cancer
"Unexplained bleeding from mouth, Lump inside cheek, Pain swallowing food, Pain in jaw, Patches inside mouth, Unusual swelling in mouth, Mouth ulcer with persistent pain",Oral Cancer
"Sore throat with no relief, Sore on lips or gums that doesn't heal, Numb feeling in mouth or tongue, Lump under the tongue, Hoarseness in voice, Mouth ulcer that won't heal, Persistent mouth pain",Oral Cancer
"Persistent throat pain, Hoarse voice, White or red patch in mouth, Sore in mouth that doesn't heal, Unexplained numbness in tongue, Lump in mouth or cheek, Numbness in lower lip",Oral Cancer
"Hoarseness in voice, Lump under the tongue, Sore on lips or gums that doesn't heal, Mouth ulcer that won't heal, Sore throat with no relief, Numb feeling in mouth or tongue, Persistent mouth pain",Oral Cancer
"Unusual swelling in mouth, Pain swallowing food, Lump inside cheek, Unexplained bleeding from mouth",Oral Cancer
"Unexplained numbness in tongue, Lump in mouth or cheek, Persistent throat pain, White or red patch in mouth, Sore in mouth that doesn't heal",Oral Cancer
Persistent throat pain,Oral Cancer
"Numb feeling in mouth or tongue, Hoarseness in voice, Persistent mouth pain, Lump under the tongue, Mouth ulcer that won't heal, Sore throat with no relief",Oral Cancer
"Mouth ulcer that won't heal, Hoarseness in voice",Oral Cancer
"Unexplained numbness in tongue, Hoarse voice, Lump in mouth or cheek, Numbness in lower lip, Sore in mouth that doesn't heal",Oral Cancer
Mouth ulcer with persistent pain,Oral Cancer
Lump in mouth or cheek,Oral Cancer
"Numbness in lower lip, Persistent throat pain, Hoarse voice, Unexplained numbness in tongue, White or red patch in mouth, Sore in mouth that doesn't heal",Oral Cancer
"Sore throat with no relief, Sore on lips or gums that doesn't heal, Lump under the tongue, Mouth ulcer that won't heal",Oral Cancer
"Lump under the tongue, Sore throat with no relief, Persistent mouth pain, Mouth ulcer that won't heal",Oral Cancer
"Pain in jaw, Patches inside mouth, Lump inside cheek",Oral Cancer
"Mouth ulcer that won't heal, Sore on lips or gums that doesn't heal, Sore throat with no relief, Numb feeling in mouth or tongue, Persistent mouth pain",Oral Cancer
"Pain in jaw, Lump inside cheek, Unusual swelling in mouth, Mouth ulcer with persistent pain, Patches inside mouth, Unexplained bleeding from mouth, Pain swallowing food",Oral Cancer
"Unusual swelling in mouth, Pain swallowing food, Pain in jaw, Patches inside mouth, Mouth ulcer with persistent pain, Lump inside cheek, Unexplained bleeding from mouth",Oral Cancer
"Persistent mouth pain, Sore throat with no relief, Hoarseness in voice",Oral Cancer
"Unexplained numbness in tongue, Numbness in lower lip",Oral Cancer
"Numbness in lower lip, Hoarse voice, White or red patch in mouth, Persistent throat pain, Sore in mouth that doesn't heal",Oral Cancer
"Patches inside mouth, Pain swallowing food, Lump inside cheek, Unusual swelling in mouth",Oral Cancer
"Lump inside cheek, Unexplained bleeding from mouth, Patches inside mouth",Oral Cancer
Unexplained numbness in tongue,Oral Cancer
White or red patch in mouth,Oral Cancer
"White or red patch in mouth, Unexplained numbness in tongue, Numbness in lower lip",Oral Cancer
